Latitude,Longitude,Score
39.0907,-77.6357,0.9812449170308069
43.0217,-83.7067,0.9359919771825864
43.0182,-88.3045,0.9740839798817379
32.8346,-79.9531,0.9508682679214463
38.782,-90.6749,0.9577132757725924
39.0634,-120.7177,0.9749499610475924
41.4022,-74.3056,0.967922028096383
34.77,-92.312,0.9339380993436615
27.4719,-82.3153,0.9308035138852608
39.4386,-84.5756,0.9466277132920793
30.0687,-89.9288,0.9319112476807336
34.7631,-86.5502,0.9485084792823554
41.0909,-85.0666,0.9467101226283776
36.1306,-80.2563,0.9538038210336152
43.9386,-122.848,0.9512371349026584
28.0627,-81.1494,0.9341290082623857
28.7615,-81.7113,0.9299276713221297
40.8139,-81.3656,0.9431195937884191
26.1108,-81.3475,0.9383018789623867
40.6127,-75.5923,0.967884506823809
42.2532,-83.8388,0.9607462587440146
29.2102,-82.0567,0.9228443724957166
29.1897,-95.4521,0.9609712245470111
31.0373,-97.4788,0.955807414711647
35.1808,-85.1648,0.9405637467603425
45.2733,-93.2465,0.9713656052455895
37.3785,-77.587,0.9653257140627101
40.99,-112.1115,0.9709817062887489
40.3109,-79.4668,0.9645066601463625
40.6664,-105.4612,0.965951088608964
27.7254,-97.6134,0.9551529563004203
39.3297,-104.9296,0.9754284866362865
29.3945,-94.9635,0.9543334816288609
33.9214,-78.9966,0.9360607054396655
44.9033,-122.5845,0.9519948207727204
40.0725,-86.052,0.9691428611642954
41.1525,-74.0242,0.9685856190442674
35.8427,-86.4168,0.9433766144898286
35.0487,-78.8277,0.9499375183495837
37.538,-77.4058,0.968026234004716
39.2507,-76.9312,0.983478724208312
40.0925,-105.3577,0.9709634146093542
41.177,-75.9892,0.9593639919968572
27.3773,-80.472,0.9289517885373489
34.9309,-81.9908,0.9397476746617227
40.5548,-104.3925,0.9626728109885103
38.0423,-84.4587,0.9387058526162202
40.7842,-96.6878,0.9733664680414486
36.036,-78.8766,0.9620856124854634
30.669,-87.363,0.9256312488693461
42.6002,-73.9736,0.9697380909407027
42.9875,-71.1254,0.9688913598638799
41.2957,-82.151,0.9447237268667733
40.7542,-75.3076,0.9679420595263918
42.3244,-88.4523,0.9682568871055515
33.6102,-101.8205,0.950378308804412
38.6359,-90.2451,0.9465270248278016
43.8465,-70.399,0.9541148296485321
37.258,-93.342,0.9420148687748751
41.7652,-73.7429,0.9693203429712794
32.0043,-81.1329,0.9511601318349823
33.5419,-84.3577,0.9464491483161779
42.9598,-85.9961,0.9548428678875398
35.2031,-97.3265,0.9397444202718612
33.9023,-81.2722,0.942514429031897
30.458,-84.2779,0.9282198403169037
46.9258,-122.8332,0.9652531813665165
42.5971,-84.3735,0.948577907227517
42.3363,-89.1609,0.9532545868356324
40.4154,-76.7795,0.9653637213798054
35.3871,-120.4044,0.9688806439938418
37.1919,-120.7177,0.9596622739129143
36.3387,-94.2561,0.9394764564589825
34.9748,-81.1845,0.9483528087457178
29.6747,-82.3577,0.929675264022439
47.613,-122.6716,0.9653037996068294
37.0562,-122.0018,0.9704378710198664
41.6167,-86.2899,0.9463666960309262
41.9925,-80.0327,0.957729593369247
41.4867,-72.1014,0.973996290359882
39.4722,-77.398,0.972120664445346
44.4525,-88.0037,0.9629673079721179
35.6112,-82.5301,0.9566738684643311
27.7611,-99.3315,0.9501260234859799
38.8297,-89.9049,0.9573059611764009
29.9016,-81.4407,0.9402299035182794
45.0388,-92.8838,0.9784675211222384
30.4102,-89.9583,0.9349402021419999
38.0735,-122.7235,0.9796874466485456
34.244,-84.4763,0.9585171187534466
42.2455,-85.5312,0.9511784433846796
41.2698,-111.9134,0.9646466905951557
39.5611,-76.3171,0.9689766757244032
38.4703,-89.9284,0.9560639303182514
31.5524,-97.2018,0.9465863671767784
40.1636,-77.2655,0.970553242425026
29.8841,-94.1629,0.9481288275853706
46.4571,-120.7385,0.950011999528385
39.3105,-94.4209,0.960267949119074
36.6778,-76.3024,0.9634457572823446
34.2255,-84.1251,0.9662011555788212
35.9791,-94.2156,0.9310948550802035
35.8938,-86.8987,0.9598891640823205
30.2068,-92.0639,0.929963584763227
32.5806,-93.8823,0.9214925057707224
39.4277,-84.1668,0.9578227734094766
36.8945,-76.259,0.9557080851481056
33.453,-84.1542,0.9548158090189188
38.8786,-77.1011,0.9820124275496627
34.9884,-80.5307,0.9582802393203333
43.1074,-73.8639,0.9717460579361308
30.0579,-98.0312,0.9587573724361511
38.6606,-75.39,0.9570583562795816
34.5998,-112.5538,0.949496132762829
41.6963,-81.2373,0.9510395783220333
43.2418,-75.4358,0.9543614567033196
32.375,-95.2692,0.9497601728875013
30.6608,-96.3024,0.9502538765636788
32.2667,-90.4428,0.9374721538940252
32.2203,-86.2076,0.9391952615240231
41.0146,-80.7763,0.9403837935876233
42.079,-91.599,0.9677652990135868
41.7244,-70.2904,0.9758722791715218
43.6251,-116.7093,0.94398785684926
30.7276,-87.7226,0.9418300415564479
35.2944,-81.1803,0.9428536967444562
38.2611,-90.5377,0.9456020968117611
37.5295,-77.4756,0.9515457136925273
34.2328,-77.8847,0.9567627986782054
33.1973,-79.9522,0.9460873847380986
48.8259,-121.7199,0.9602835009027401
33.2896,-87.5251,0.9367914883311479
42.4322,-122.7285,0.9506889734029765
35.3868,-80.5519,0.957845236405445
33.2643,-86.6607,0.9502158445650948
32.3526,-106.8328,0.9519345959829253
39.6669,-121.6007,0.9600466936470177
38.6866,-121.9016,0.9692055668764255
29.9831,-81.8579,0.92923748772328
36.4969,-87.3828,0.94128418560041
41.4367,-75.6092,0.960835029810101
43.2001,-78.7452,0.955753539860893
30.2293,-93.3581,0.9245928136345434
35.5178,-78.3657,0.9502487523176061
35.7041,-113.7579,0.9384283956238532
40.2784,-83.0049,0.9655676205626118
43.4782,-70.7144,0.9467198409530428
30.6913,-86.5917,0.931315280973707
40.1894,-80.2483,0.962783987535757
39.0476,-84.1517,0.9453243883639222
30.5122,-89.1161,0.9325610108007198
40.1401,-88.1992,0.9567261668025056
41.5974,-85.8587,0.9435831297684939
33.3596,-82.0736,0.9373280927559555
46.2398,-119.5112,0.9581374408054476
32.51,-84.8771,0.9454536623232259
32.7695,-113.9056,0.9478186246285306
34.5193,-82.6378,0.9346455580108413
41.3172,-80.7611,0.9342571852536272
34.3169,-83.8197,0.9469251055754009
34.7321,-77.4321,0.9497534194004108
47.6031,-92.4707,0.964296330467516
42.1602,-75.8196,0.9552327110151562
42.7475,-88.0613,0.9622374154397141
39.7582,-89.6589,0.9561184932542338
43.915,-121.2281,0.9555065022011181
43.6742,-96.7915,0.9623390782454511
42.6029,-83.9115,0.9573177363959358
36.4694,-86.4604,0.9404941182947514
40.912,-79.9133,0.9691122817082058
28.5535,-82.4245,0.9229733981647898
38.7787,-120.5247,0.971682761784229
43.335,-84.0532,0.9409905032754908
44.4161,-88.4649,0.9652871514812421
41.1129,-96.112,0.9784004045291718
32.3484,-96.7947,0.9548155131470534
32.3855,-80.7302,0.9543284072965088
40.3886,-86.8941,0.9474314182854701
41.7925,-73.2453,0.9781226420928744
37.1051,-76.5185,0.9567913060261237
26.9055,-81.9123,0.9277722629652297
30.7004,-87.0219,0.9288508779029033
35.8071,-80.8734,0.9534745310893576
34.8753,-89.9912,0.9423889303530151
46.933,-97.248,0.9640860283519486
40.788,-89.76,0.9565127262722906
38.9906,-92.3097,0.9495121269145331
38.3366,-81.5281,0.92937632988583
40.7637,-122.0405,0.9581021030855768
41.8881,-74.2586,0.9653936316622522
41.1176,-81.8997,0.9554144346300358
30.2652,-85.6203,0.9229022806864811
39.086,-75.5686,0.9521180173424896
33.0395,-115.3653,0.9584367753895469
38.0249,-87.5859,0.937933868153117
39.0415,-95.7565,0.9601846575212377
40.0916,-82.4831,0.9459029528985285
32.379,-97.3665,0.9480243576669887
37.2804,-113.5048,0.9652125714479209
43.2912,-86.152,0.9398796757634903
41.6371,-90.6232,0.9662087700502964
41.4603,-87.0672,0.9532877466039444
32.6011,-85.3555,0.940611640127738
39.5629,-77.0225,0.9716146005677643
39.7695,-86.51,0.9596703067918876
40.4909,-88.8473,0.9605723275090481
44.0689,-88.6446,0.9617942479773951
35.5933,-77.3745,0.9458298868189263
29.5831,-97.9486,0.9617763528384449
41.6722,-71.593,0.9515194152491413
36.0437,-79.3994,0.9460873838374448
42.5769,-88.0424,0.9639949414440713
39.1146,-94.7646,0.9533538238968275
47.6744,-116.7018,0.9490313533218061
38.9334,-84.5333,0.9382961637973062
40.6823,-80.3493,0.9600181977928599
41.0581,-75.3395,0.9667780272375138
33.5443,-81.6347,0.9415524985188898
35.7933,-80.2128,0.9415165230205773
44.4611,-73.0813,0.962103691834119
38.1735,-104.5127,0.9580145016569579
39.6915,-83.8899,0.9526744707136717
31.8691,-102.0316,0.9611854203190936
33.9205,-84.8673,0.9507255555823249
38.5073,-76.9922,0.9675678650588896
41.4632,-72.5351,0.9801381050519524
45.9373,-108.2744,0.9457373584264069
42.6712,-89.0716,0.9597794725015658
41.1677,-81.1974,0.94681476256666
42.3402,-72.6638,0.9723707404879011
31.8692,-102.5429,0.9576947133151218
32.459,-83.6662,0.9490805968409283
42.7111,-73.5097,0.965374996300528
44.0038,-92.4018,0.9746229308057959
42.2485,-84.4234,0.938728265443451
32.4784,-92.1549,0.9145320469662355
33.0793,-80.4067,0.9435628375100974
42.9341,-82.6806,0.940579567930168
35.662,-81.2151,0.9471128668635145
39.49,-86.1016,0.9517883590763044
40.9193,-77.8199,0.964579782792765
27.0775,-80.4315,0.9352338322538392
38.8185,-77.0861,0.9753937497666296
27.6943,-80.6062,0.9306285555487609
36.5129,-82.3042,0.9230519574672321
45.5521,-94.613,0.9636498733318346
39.7516,-82.6306,0.9473752453911664
42.8181,-74.0586,0.964762239349009
32.8065,-83.6974,0.9383659980205348
37.218,-119.7627,0.9568342433513063
29.8082,-98.2783,0.9623789911794038
32.2641,-89.9458,0.9429150635160295
39.9274,-77.7213,0.9579589899664269
39.0183,-108.4664,0.9560481824951667
33.5441,-82.2641,0.9587949119446778
41.9547,-86.4123,0.9436974422534518
38.4207,-77.458,0.971128359975356
41.9291,-83.5394,0.9439370537094586
39.6036,-77.814,0.9517764686090865
35.5069,-105.9763,0.9647656785454332
43.2975,-71.6802,0.9626708058301867
45.4006,-68.6495,0.935539132746518
28.8489,-82.4794,0.916534276037378
36.0752,-119.8155,0.9569088523238071
41.6715,-91.5881,0.9697471478520365
35.5424,-97.9824,0.9421253015898072
41.855,-72.3365,0.9802983263179333
44.6485,-93.5359,0.9757136475515917
36.0611,-79.1207,0.9663644890206803
35.6886,-106.8659,0.9601003659006465
35.6394,-80.5247,0.9431547278654646
35.8387,-111.7705,0.947288294009455
33.3534,-84.7634,0.9522572357744205
32.7776,-97.8051,0.9525648236140901
36.1549,-86.2977,0.9439287170936089
41.4673,-90.5674,0.9585868299244936
35.7103,-79.806,0.9406513928394888
33.7018,-84.768,0.9500064486186885
40.7058,-76.216,0.9550808885288719
30.5423,-88.6357,0.9373130646692142
40.3672,-76.4577,0.9599830468507267
32.3015,-99.8902,0.9500258290816316
30.4401,-90.7279,0.9242852870156248
39.1609,-86.5231,0.94787650588647
32.5993,-96.2878,0.950108272066502
45.1739,-93.9631,0.9729947730027017
34.9659,-101.897,0.9575156184389712
38.5065,-122.3305,0.9738949182882585
38.185,-77.6561,0.9643976105496278
44.8983,-89.7591,0.9623283798511886
34.0245,-79.703,0.9354773310518021
40.6993,-123.8756,0.9577384922909191
37.0551,-76.363,0.9571331299023405
43.3685,-88.2307,0.9692779137248716
39.9168,-83.7838,0.9338163055836034
38.9699,-84.7278,0.9437977323528298
42.2465,-85.0056,0.9405094567137062
33.6268,-96.6777,0.9475981533805596
40.4952,-78.7135,0.9549453265436595
35.6872,-83.9255,0.932369034658911
34.071,-78.2377,0.9553280978409744
36.9936,-86.4238,0.9287866496001859
35.3688,-78.8693,0.9491217610170406
30.6266,-90.4057,0.9167500584460395
36.2933,-82.4974,0.9304527386743636
40.5075,-89.5134,0.9573755147170872
41.3617,-83.623,0.9492702257425484
41.7224,-111.7436,0.9642621398358228
42.4701,-92.3088,0.9608125924142463
41.5906,-88.4288,0.9714042971283656
43.2969,-71.0289,0.9603476624941033
31.1986,-92.5332,0.9221192630506905
40.1616,-85.7194,0.9336945558369749
41.4697,-71.6226,0.9603791732454177
34.8873,-82.7253,0.9344522775062372
39.9201,-79.6474,0.9483780552698097
33.988,-98.7035,0.9457073818123614
42.3707,-73.2063,0.9666311173344657
32.6784,-93.6049,0.9262099143504838
48.4794,-121.7302,0.96018682842094
33.9512,-83.3673,0.9428321390959804
42.2281,-79.3663,0.9526793777772548
35.1988,-94.2743,0.923888250189487
28.7048,-82.081,0.9375194339513112
44.4886,-122.5343,0.9469300993207093
30.2036,-90.9113,0.9347322270004719
31.8796,-109.7512,0.9515897343516053
40.7747,-82.5365,0.9355350612953997
32.4805,-94.817,0.9442091570522417
44.4091,-69.7673,0.9387291033362613
35.147,-92.332,0.9281482301394897
40.4811,-78.3484,0.9553908308610833
36.5085,-108.3206,0.9348223108987702
34.4535,-86.8529,0.9306281090588461
34.6466,-92.6766,0.9362018538646406
37.2036,-94.3406,0.9418319602284999
43.3877,-111.6148,0.9526768391661586
34.6621,-98.4717,0.9315177668743065
39.4641,-78.0275,0.932552855813856
43.9066,-91.1152,0.9629824251160095
38.4772,-85.7073,0.9422559114026374
42.5913,-85.8884,0.9478123413233212
31.4044,-100.4621,0.9547049652015707
35.4013,-101.8939,0.9394116160526665
34.6402,-79.1039,0.916040559134647
38.8847,-95.2926,0.9652332113016947
33.5828,-85.0798,0.940864473611343
43.4269,-76.1413,0.9488805476460525
33.4139,-84.4943,0.9647509996951175
35.364,-78.004,0.942427023269383
44.0495,-75.921,0.9559522617838447
43.7212,-87.9454,0.9654970875083203
30.8338,-83.2677,0.9374617529173837
47.0365,-113.9237,0.9473776385829141
40.8289,-81.888,0.9412418010390557
45.5404,-111.1704,0.9498415296793237
41.83,-71.9874,0.9676217434914574
33.7714,-85.826,0.9266194864104569
35.3363,-82.48,0.9576249219148096
41.3434,-77.0645,0.9571519514088553
29.4614,-81.3136,0.9303680320440041
38.3024,-76.6058,0.9656696501549646
40.2275,-85.3969,0.9350044488668068
41.546,-86.74,0.9368648857435868
42.8528,-77.2998,0.9678954208808253
38.0229,-78.5567,0.9702866348281264
33.555,-83.8502,0.9445009480777394
41.3022,-80.2577,0.9572979921949268
43.2797,-123.1665,0.9445998259316667
44.1658,-70.2065,0.9374875892562643
37.6979,-85.9634,0.9315536413594918
29.4148,-90.8663,0.9130172807421147
41.344,-88.8859,0.9538449761462108
35.8308,-90.6328,0.9230505809136287
46.1932,-122.681,0.9494998849847907
37.7601,-77.491,0.9665416000145453
42.5961,-84.8383,0.9509396238149816
44.4964,-75.0691,0.9489952678565838
44.0037,-102.8238,0.9575437124653766
32.6347,-90.0337,0.9512928485960946
41.1377,-87.8618,0.953709908637033
40.0535,-84.2289,0.9443749555719239
34.2377,-84.8404,0.9369511996932971
35.1541,-84.8596,0.9275427543679962
45.2326,-123.3081,0.9551066932772581
38.647,-94.3549,0.9486312170991053
35.3996,-110.3214,0.9184607862328389
39.4306,-87.39,0.9360909512823843
31.1532,-85.3025,0.9307277154864222
42.6685,-88.5419,0.9646593773845885
39.6303,-80.0466,0.937639739193566
44.8207,-93.8026,0.9787265192887638
42.452,-76.4736,0.968067442325554
33.9162,-80.3822,0.9358679148443706
32.8978,-96.4079,0.9631771181055517
44.7268,-91.286,0.9618339897239084
39.3803,-94.7738,0.9663286880256484
42.3897,-96.0448,0.961777713124023
38.4111,-91.075,0.9423509317798208
39.86,-88.9616,0.9489245249642138
43.7074,-83.9922,0.9400986310312426
43.7536,-88.4883,0.9608181353659605
39.8715,-77.2179,0.9613121706152331
34.0453,-86.0348,0.9264782665193982
48.2951,-114.0497,0.9427396134078443
39.5712,-75.9407,0.9591622962678973
38.3733,-75.6208,0.9559971494356814
34.8056,-84.9672,0.9367265247685901
37.7318,-87.0873,0.9273808208742824
40.7715,-84.1058,0.9383247705151275
40.7684,-80.7772,0.9331802871334696
39.3013,-120.7689,0.9687575098528909
35.1249,-77.0939,0.9501096835722433
34.8101,-86.9814,0.9359651530623418
27.3433,-81.341,0.9197588346478518
41.8935,-88.7703,0.9592162874281545
41.307,-104.6895,0.9431281336912438
34.5768,-93.1504,0.9259467843798042
37.2785,-79.958,0.9449148730173267
41.8951,-84.0664,0.9434903950373575
37.1743,-80.3872,0.9556695017831839
39.0346,-121.6948,0.9608137878369304
35.6169,-87.077,0.9367153207255429
35.3341,-81.5555,0.9352263102693233
33.1236,-96.0855,0.9457219619449885
42.4688,-90.8825,0.9658407321252254
35.3106,-79.4814,0.957245456205967
35.6081,-88.8385,0.929701188105472
34.2632,-85.2143,0.9353363871182704
42.0362,-93.465,0.9693525134740784
35.7847,-83.5242,0.9247392042014524
41.4267,-73.7495,0.9745308467342073
46.9774,-100.4687,0.9621675186317552
47.2057,-119.4518,0.9498665928953178
41.7074,-80.7483,0.9252781710359145
29.5661,-90.4256,0.9185941963834424
36.8468,-76.354,0.9517053087045959
34.367,-86.3066,0.9246765718129559
41.6849,-94.0398,0.9775688758341675
37.2693,-80.068,0.9615316113845152
45.444,-93.7746,0.9696590282220039
33.7816,-83.7339,0.9436161632414374
41.4996,-81.1786,0.955276286932394
46.5347,-118.899,0.9535372239446631
30.1036,-97.312,0.9523311597046767
44.4918,-123.4293,0.9584669459496034
34.6867,-80.7054,0.943193197273903
36.3715,-95.6043,0.9344126503163165
35.9673,-77.9864,0.9474627179541106
38.4203,-82.2417,0.9217513400763552
44.6688,-85.5605,0.954944681541889
42.2678,-77.3838,0.9528695687761546
41.3366,-95.5423,0.9606794140811837
34.9014,-87.654,0.9324218175176063
36.6953,-76.6398,0.9617728285187253
40.4409,-81.4738,0.9354466870073301
38.9465,-84.3795,0.93816208491845
33.6543,-84.0266,0.9516944809478028
33.4458,-94.4234,0.9434077225959184
38.5434,-76.5687,0.9709006427896304
45.034,-92.4526,0.9704638080087825
37.7202,-84.278,0.9264176106591719
40.852,-76.7095,0.9521646668624741
39.4402,-123.3915,0.960084847486363
43.1566,-77.0294,0.9587745978048962
28.7964,-96.9715,0.9559677013808267
43.384,-87.9509,0.9746404899118878
43.9407,-71.8208,0.9613072589409042
36.396,-79.775,0.9392159232927235
33.7157,-86.3146,0.9287650005867348
39.2046,-78.2626,0.960563115433839
30.1516,-94.8122,0.9400056486567923
43.4163,-88.7075,0.9595715046158365
42.356,-114.6672,0.94520182722553
43.0901,-83.2218,0.9434155507585512
30.6107,-81.8017,0.9308902785894023
35.7496,-81.7048,0.9371455750780312
36.9696,-93.1889,0.9477122075016507
42.3655,-123.5555,0.942075232969458
32.5966,-86.1492,0.9367122221765907
34.1319,-86.8676,0.9247639133698433
31.5335,-84.2164,0.9330729681962712
31.2548,-94.6119,0.941683755847627
42.6685,-112.2246,0.9480964415370515
44.9035,-123.4132,0.9558825196568392
39.9654,-81.9444,0.9289946438819427
40.9912,-80.3347,0.9559769577895593
48.163,-122.5481,0.9664470827696411
35.4856,-81.2235,0.9495727252194945
39.6598,-94.8059,0.9342242756682353
41.5566,-71.2365,0.9619745458441828
30.1213,-93.8939,0.9447214588898502
33.439,-80.8003,0.9329811506794011
43.0208,-88.7759,0.9653905983488383
39.2112,-81.515,0.9250841298516884
41.6847,-80.1062,0.9527529834344143
42.1413,-76.76,0.9536624390381082
31.2309,-81.5407,0.9435866361607314
47.308,-111.347,0.9361092824923842
40.652,-79.0876,0.9538409960333017
43.6468,-84.3881,0.9522577268012802
34.2899,-88.6804,0.9319443507464025
40.4836,-86.117,0.9389686891679343
38.512,-78.8758,0.9548088054662497
30.599,-92.0058,0.90959436329749
25.3187,-81.1087,0.9409439434143935
33.9932,-83.7127,0.9438036628684386
33.3801,-86.1659,0.9211242556586146
36.0773,-96.9756,0.9297128366740528
39.206,-85.8976,0.9500286467168838
37.9701,-85.6958,0.9291084165236411
32.2119,-95.8536,0.9391076710662739
31.3909,-97.7993,0.9467877818871325
39.1993,-95.038,0.9648891137920539
46.5778,-122.3927,0.9508929380157553
44.1199,-87.8097,0.961586800116145
37.384,-89.6845,0.9452134163221177
35.953,-81.5464,0.9353534197731035
41.0,-78.4742,0.9509076316660388
35.9611,-95.5212,0.9342904814092913
39.269,-121.3513,0.9596571323910441
41.2441,-85.8607,0.9456109197447966
44.7462,-73.6782,0.9549455374075452
32.3968,-81.7432,0.9372921621059656
38.3188,-85.907,0.9492037009587178
45.5919,-118.7369,0.9436412810695568
42.9621,-106.7985,0.9403514288565556
37.3152,-79.5242,0.9571653364875246
37.4003,-79.1909,0.9497551807712115
36.1408,-85.4952,0.9253816451559106
42.9437,-84.6015,0.9505414676498958
35.7051,-77.9187,0.9392478363626872
39.8236,-85.7733,0.9517940950949458
47.8692,-120.619,0.9571527659949953
41.7164,-74.7681,0.9586850516084198
34.7535,-83.0659,0.9352361598785854
31.1889,-89.2579,0.9273851492635562
37.3288,-76.7789,0.9710681371795852
38.5054,-92.2816,0.9501818721187995
42.2486,-78.6788,0.9495399188843903
39.3376,-83.057,0.9280696389742956
35.2563,-91.7456,0.9183270177712447
38.1644,-79.1338,0.952568470104963
48.0493,-123.928,0.955925015839908
36.1185,-84.1985,0.9284109869736887
42.9175,-76.5545,0.9546487184646377
30.739,-95.5723,0.9432323736655265
42.9193,-72.2512,0.9599346727336987
34.7155,-106.809,0.9562203283183758
41.3641,-82.6194,0.9431429608107272
42.2513,-86.0189,0.9403538554303205
41.0019,-83.6665,0.9496206518719176
35.7026,-79.2553,0.963231564688578
40.1834,-87.7328,0.9403772220513399
37.7714,-81.2487,0.9162099129622719
47.1503,-123.7735,0.9494843953648294
